date,closing-amount
7/16/1945,14.94
7/17/1945,14.61
7/18/1945,14.56
7/19/1945,14.66
7/20/1945,14.66
7/23/1945,14.51
7/24/1945,14.54
7/25/1945,14.68
7/26/1945,14.38
7/27/1945,14.45
7/30/1945,14.6
7/31/1945,14.66
8/1/1945,14.68
8/2/1945,14.62
8/3/1945,14.68
8/6/1945,14.72
8/7/1945,14.52
8/8/1945,14.55
8/9/1945,14.79
8/10/1945,14.78
8/13/1945,14.61
8/14/1945,14.7
8/17/1945,14.62
8/20/1945,14.4
8/21/1945,14.46
8/22/1945,14.56
8/23/1945,14.85
8/24/1945,15.05
8/27/1945,15.27
8/28/1945,15.32
8/29/1945,15.3
8/30/1945,15.35
8/31/1945,15.51
9/4/1945,15.51
9/5/1945,15.53
9/6/1945,15.74
9/7/1945,15.73
9/8/1945,15.76
9/10/1945,15.78
9/11/1945,15.88
9/12/1945,15.95
9/13/1945,15.95
9/14/1945,15.86
9/15/1945,15.56
9/17/1945,15.51
9/18/1945,15.82
9/19/1945,15.97
9/20/1945,16.03
9/21/1945,15.95
9/22/1945,15.92
9/24/1945,15.91
9/25/1945,15.93
9/26/1945,15.92
9/27/1945,15.86
9/28/1945,16.05
9/29/1945,16.16
10/1/1945,16.33
10/2/1945,16.33
10/3/1945,16.3
10/4/1945,16.3
10/5/1945,16.38
10/6/1945,16.46
10/8/1945,16.5
10/9/1945,16.54
10/10/1945,16.6
10/11/1945,16.58
10/15/1945,16.59
10/16/1945,16.59
10/17/1945,16.66
10/18/1945,16.72
10/19/1945,16.59
10/20/1945,16.65
10/22/1945,16.71
10/23/1945,16.58
10/24/1945,16.33
10/25/1945,16.41
10/26/1945,16.49
10/29/1945,16.3
10/30/1945,16.38
10/31/1945,16.65
11/1/1945,16.87
11/2/1945,16.86
11/3/1945,16.85
11/5/1945,16.94
11/7/1945,17.14
11/8/1945,17.08
11/9/1945,17.1
11/10/1945,17.1
11/13/1945,17.04
11/14/1945,16.95
11/15/1945,17.08
11/16/1945,17
11/17/1945,17.21
11/19/1945,17.19
11/20/1945,17.27
11/21/1945,17.02
11/23/1945,16.85
11/24/1945,16.73
11/26/1945,16.94
11/27/1945,17.15
11/28/1945,17.06
11/29/1945,17.03
11/30/1945,17.19
12/1/1945,17.29
12/3/1945,17.44
12/4/1945,17.42
12/5/1945,17.41
12/6/1945,17.5
12/7/1945,17.54
12/8/1945,17.65
12/10/1945,17.68
12/11/1945,17.64
12/12/1945,17.37
12/13/1945,17.29
12/14/1945,17.31
12/15/1945,17.34
12/17/1945,16.94
12/18/1945,17.1
12/19/1945,17.1
12/20/1945,16.99
12/21/1945,16.98
12/22/1945,17.17
12/26/1945,17.41
12/27/1945,17.28
12/28/1945,17.31
12/29/1945,17.36
12/31/1945,17.36
1/2/1946,17.25
1/3/1946,17.27
1/4/1946,17.23
1/5/1946,17.3
1/7/1946,17.31
1/8/1946,17.69
1/9/1946,17.95
1/10/1946,18.07
1/11/1946,18.13
1/12/1946,18.06
1/14/1946,18.33
1/15/1946,18.36
1/16/1946,18.38
1/17/1946,18.34
1/18/1946,18.3
1/19/1946,18.1
1/21/1946,17.74
1/22/1946,17.86
1/23/1946,18.07
1/24/1946,18.12
1/25/1946,18.09
1/26/1946,18.1
1/28/1946,18.62
1/29/1946,18.67
1/30/1946,18.56
1/31/1946,18.57
2/1/1946,18.64
2/2/1946,18.71
2/4/1946,18.62
2/5/1946,18.7
2/6/1946,18.57
2/7/1946,18.57
2/8/1946,18.55
2/9/1946,18.38
2/11/1946,18.24
2/13/1946,17.98
2/14/1946,18.09
2/15/1946,18.44
2/16/1946,18.64
2/18/1946,18.38
2/19/1946,17.7
2/20/1946,17.37
2/21/1946,17.72
2/25/1946,16.91
2/26/1946,16.81
2/27/1946,17.15
2/28/1946,17.28
3/1/1946,17.21
3/2/1946,17.1
3/4/1946,17.09
3/5/1946,17.27
3/6/1946,17.19
3/7/1946,17.34
3/8/1946,17.49
3/9/1946,17.52
3/11/1946,17.38
3/12/1946,17.42
3/13/1946,17.15
3/14/1946,17.09
3/15/1946,17.28
3/16/1946,17.43
3/18/1946,17.57
3/19/1946,17.45
3/20/1946,17.58
3/21/1946,17.7
3/22/1946,17.7
3/23/1946,17.79
3/25/1946,18.07
3/26/1946,18.06
3/27/1946,17.95
3/28/1946,17.93
3/29/1946,18.04
3/30/1946,18.08
4/1/1946,18.06
4/2/1946,18.07
4/3/1946,18.38
4/4/1946,18.58
4/5/1946,18.54
4/6/1946,18.54
4/8/1946,18.62
4/9/1946,18.88
4/10/1946,18.81
4/11/1946,18.77
4/12/1946,18.77
4/13/1946,18.64
4/15/1946,18.62
4/16/1946,18.87
4/17/1946,18.84
4/18/1946,18.9
4/20/1946,18.9
4/22/1946,18.88
4/23/1946,18.84
4/24/1946,18.65
4/25/1946,18.54
4/26/1946,18.58
4/27/1946,18.74
4/29/1946,18.72
4/30/1946,18.76
5/1/1946,18.71
5/2/1946,18.62
5/3/1946,18.46
5/4/1946,18.41
5/6/1946,18.26
5/7/1946,18.51
5/8/1946,18.47
5/9/1946,18.44
5/10/1946,18.74
5/11/1946,18.85
5/13/1946,18.79
5/14/1946,18.67
5/15/1946,18.53
5/16/1946,18.64
5/17/1946,18.6
5/18/1946,18.52
5/20/1946,18.64
5/21/1946,18.68
5/22/1946,18.8
5/23/1946,18.78
5/24/1946,18.78
5/27/1946,18.92
5/28/1946,19.2
5/29/1946,19.25
5/31/1946,19.18
6/3/1946,19.05
6/4/1946,18.93
6/5/1946,18.82
6/6/1946,18.81
6/7/1946,18.82
6/10/1946,18.85
6/11/1946,18.65
6/12/1946,18.69
6/13/1946,18.8
6/14/1946,18.79
6/17/1946,18.81
6/18/1946,18.55
6/19/1946,18.44
6/20/1946,18.03
6/21/1946,18.23
6/24/1946,18.27
6/25/1946,18.14
6/26/1946,18.11
6/27/1946,18.39
6/28/1946,18.43
7/1/1946,18.54
7/2/1946,18.53
7/3/1946,18.49
7/5/1946,18.43
7/8/1946,18.36
7/9/1946,18.46
7/10/1946,18.49
7/11/1946,18.39
7/12/1946,18.27
7/15/1946,17.95
7/16/1946,17.97
7/17/1946,18.07
7/18/1946,18.04
7/19/1946,17.98
7/22/1946,17.93
7/23/1946,17.39
7/24/1946,17.41
7/25/1946,17.5
7/26/1946,17.6
7/29/1946,17.66
7/30/1946,17.76
7/31/1946,17.96
8/1/1946,18.01
8/2/1946,18.02
8/5/1946,17.91
8/6/1946,17.86
8/7/1946,18.03
8/8/1946,18.11
8/9/1946,18.05
8/12/1946,18.08
8/13/1946,18.23
8/14/1946,18.2
8/15/1946,17.99
8/16/1946,17.84
8/19/1946,17.81
8/20/1946,17.91
8/21/1946,17.74
8/22/1946,17.56
8/23/1946,17.58
8/26/1946,17.47
8/27/1946,16.92
8/28/1946,16.73
8/29/1946,16.76
8/30/1946,16.65
9/3/1946,15
9/4/1946,15.46
9/5/1946,15.99
9/6/1946,15.84
9/9/1946,15.01
9/10/1946,14.59
9/11/1946,15.05
9/12/1946,15.02
9/13/1946,15.31
9/16/1946,15.4
9/17/1946,15.28
9/18/1946,14.8
9/19/1946,14.33
9/20/1946,14.69
9/23/1946,14.41
9/24/1946,14.72
9/25/1946,15.1
9/26/1946,15.27
9/27/1946,15.11
9/30/1946,14.96
10/1/1946,14.92
10/2/1946,15
10/3/1946,14.98
10/4/1946,14.81
10/5/1946,14.7
10/7/1946,14.7
10/8/1946,14.53
10/9/1946,14.12
10/10/1946,14.33
10/11/1946,14.63
10/14/1946,14.71
10/15/1946,15.3
10/16/1946,15.24
10/17/1946,15.01
10/18/1946,14.97
10/19/1946,14.93
10/21/1946,15
10/22/1946,14.88
10/23/1946,14.77
10/24/1946,14.78
10/25/1946,14.7
10/26/1946,14.69
10/28/1946,14.39
10/29/1946,14.26
10/30/1946,14.32
10/31/1946,14.84
11/1/1946,15.07
11/2/1946,15.18
11/4/1946,15.33
11/6/1946,14.67
11/7/1946,14.79
11/8/1946,14.85
11/9/1946,15.03
11/12/1946,14.94
11/13/1946,14.81
11/14/1946,14.89
11/15/1946,14.73
11/16/1946,14.72
11/18/1946,14.58
11/19/1946,14.57
11/20/1946,14.46
11/21/1946,14.21
11/22/1946,14.13
11/23/1946,14.33
11/25/1946,14.31
11/26/1946,14.45
11/27/1946,14.55
11/29/1946,14.68
11/30/1946,14.67
12/2/1946,14.44
12/3/1946,14.49
12/4/1946,14.72
12/5/1946,14.64
12/6/1946,14.7
12/7/1946,14.81
12/9/1946,15.32
12/10/1946,15.32
12/11/1946,15.36
12/12/1946,15.15
12/13/1946,15.17
12/14/1946,15.25
12/16/1946,15.24
12/17/1946,15.18
12/18/1946,15.21
12/19/1946,15.45
12/20/1946,15.5
12/21/1946,15.54
12/23/1946,15.41
12/24/1946,15.37
12/26/1946,15.21
12/27/1946,15.19
12/28/1946,15.22
12/30/1946,15.17
12/31/1946,15.3
1/2/1947,15.2
1/3/1947,15.26
1/4/1947,15.3
1/6/1947,15.44
1/7/1947,15.32
1/8/1947,15.41
1/9/1947,15.44
1/10/1947,15.24
1/11/1947,15.02
1/13/1947,14.8
1/14/1947,14.87
1/15/1947,14.77
1/16/1947,14.78
1/17/1947,15.07
1/18/1947,15.22
1/20/1947,15.02
1/21/1947,14.97
1/22/1947,15.04
1/23/1947,15.19
1/24/1947,15.21
1/25/1947,15.18
1/27/1947,15.34
1/28/1947,15.47
1/29/1947,15.65
1/30/1947,15.6
1/31/1947,15.66
2/1/1947,15.74
2/3/1947,15.8
2/4/1947,15.83
2/5/1947,15.92
2/6/1947,15.86
2/7/1947,16.12
2/8/1947,16.2
2/10/1947,16.05
2/11/1947,16.14
2/13/1947,15.93
2/14/1947,15.86
2/15/1947,15.85
2/17/1947,15.88
2/18/1947,15.88
2/19/1947,15.69
2/20/1947,15.72
2/21/1947,15.8
2/24/1947,15.67
2/25/1947,15.47
2/26/1947,15.3
2/27/1947,15.48
2/28/1947,15.43
3/1/1947,15.44
3/3/1947,15.41
3/4/1947,15.41
3/5/1947,15.59
3/6/1947,15.65
3/7/1947,15.16
3/8/1947,15.1
3/10/1947,15.01
3/11/1947,14.88
3/12/1947,14.97
3/13/1947,14.93
3/14/1947,14.78
3/15/1947,14.77
3/17/1947,14.82
3/18/1947,15.01
3/19/1947,15.08
3/20/1947,15.07
3/21/1947,15.25
3/22/1947,15.26
3/24/1947,15.11
3/25/1947,15.02
3/26/1947,15.23
3/27/1947,15.4
3/28/1947,15.33
3/29/1947,15.31
3/31/1947,15.17
4/1/1947,15.23
4/2/1947,15.22
4/3/1947,15.18
4/5/1947,15.17
4/7/1947,15.05
4/8/1947,14.83
4/9/1947,14.82
4/10/1947,14.83
4/11/1947,14.72
4/12/1947,14.56
4/14/1947,14.14
4/15/1947,14.15
4/16/1947,14.29
4/17/1947,14.27
4/18/1947,14.09
4/19/1947,14.34
4/21/1947,14.45
4/22/1947,14.56
4/23/1947,14.58
4/24/1947,14.49
4/25/1947,14.39
4/26/1947,14.4
4/28/1947,14.37
4/29/1947,14.4
4/30/1947,14.58
5/1/1947,14.69
5/2/1947,14.79
5/3/1947,14.84
5/5/1947,14.85
5/6/1947,14.69
5/7/1947,14.68
5/8/1947,14.6
5/9/1947,14.63
5/10/1947,14.66
5/12/1947,14.46
5/13/1947,14.15
5/14/1947,14.11
5/15/1947,14.24
5/16/1947,13.96
5/17/1947,13.71
5/19/1947,13.77
5/20/1947,13.83
5/21/1947,14.09
5/22/1947,14.19
5/23/1947,14
5/24/1947,14.21
5/26/1947,14.14
5/27/1947,14.12
5/28/1947,14.34
5/29/1947,14.45
6/2/1947,14.3
6/3/1947,14.5
6/4/1947,14.4
6/5/1947,14.39
6/6/1947,14.5
6/9/1947,14.42
6/10/1947,14.56
6/11/1947,14.9
6/12/1947,14.82
6/13/1947,14.98
6/16/1947,15.02
6/17/1947,14.96
6/18/1947,14.96
6/19/1947,15.14
6/20/1947,15.16
6/23/1947,15.24
6/24/1947,14.94
6/25/1947,15.06
6/26/1947,15.12
6/27/1947,15.12
6/30/1947,15.21
7/1/1947,15.46
7/2/1947,15.44
7/3/1947,15.6
7/7/1947,15.61
7/8/1947,15.67
7/9/1947,15.52
7/10/1947,15.68
7/11/1947,15.87
7/14/1947,15.96
7/15/1947,15.93
7/16/1947,15.92
7/17/1947,15.75
7/18/1947,15.85
7/21/1947,15.8
7/22/1947,15.87
7/23/1947,15.95
7/24/1947,16.12
7/25/1947,16.08
7/28/1947,15.94
7/29/1947,15.59
7/30/1947,15.52
7/31/1947,15.76
8/1/1947,15.8
8/4/1947,15.62
8/5/1947,15.67
8/6/1947,15.62
8/7/1947,15.64
8/8/1947,15.43
8/11/1947,15.33
8/12/1947,15.43
8/13/1947,15.52
8/14/1947,15.47
8/15/1947,15.58
8/18/1947,15.5
8/19/1947,15.46
8/20/1947,15.39
8/21/1947,15.43
8/22/1947,15.45
8/25/1947,15.23
8/26/1947,15.23
8/27/1947,15.25
8/28/1947,15.22
8/29/1947,15.32
9/2/1947,15.37
9/3/1947,15.33
9/4/1947,15.14
9/5/1947,15.1
9/8/1947,14.86
9/9/1947,14.89
9/10/1947,15.03
9/11/1947,15.04
9/12/1947,14.99
9/15/1947,14.93
9/16/1947,15.07
9/17/1947,15.27
9/18/1947,15.21
9/19/1947,15.2
9/22/1947,15.18
9/23/1947,14.93
9/24/1947,14.99
9/25/1947,14.9
9/26/1947,14.85
9/29/1947,14.94
9/30/1947,15.11
10/1/1947,15.16
10/2/1947,15.17
10/3/1947,15.24
10/4/1947,15.26
10/6/1947,15.28
10/7/1947,15.28
10/8/1947,15.16
10/9/1947,15.26
10/10/1947,15.29
10/11/1947,15.31
10/14/1947,15.55
10/15/1947,15.59
10/16/1947,15.57
10/17/1947,15.58
10/18/1947,15.69
10/20/1947,15.79
10/21/1947,15.76
10/22/1947,15.69
10/23/1947,15.7
10/24/1947,15.5
10/25/1947,15.52
10/27/1947,15.53
10/28/1947,15.54
10/29/1947,15.49
10/30/1947,15.33
10/31/1947,15.43
11/1/1947,15.48
11/3/1947,15.46
11/5/1947,15.34
11/6/1947,15.34
11/7/1947,15.31
11/8/1947,15.33
11/10/1947,15.37
11/12/1947,15.31
11/13/1947,15.16
11/14/1947,15.19
11/15/1947,15.19
11/17/1947,15.19
11/18/1947,15.3
11/19/1947,15.34
11/20/1947,15.41
11/21/1947,15.33
11/22/1947,15.32
11/24/1947,15.24
11/25/1947,15.2
11/26/1947,15.13
11/28/1947,14.98
11/29/1947,14.99
12/1/1947,15.07
12/2/1947,15.09
12/3/1947,14.95
12/4/1947,14.86
12/5/1947,14.63
12/6/1947,14.61
12/8/1947,14.77
12/9/1947,14.82
12/10/1947,14.84
12/11/1947,14.83
12/12/1947,14.94
12/13/1947,15.04
12/15/1947,15.11
12/16/1947,15.09
12/17/1947,15.12
12/18/1947,15.07
12/19/1947,15.12
12/20/1947,15.26
12/22/1947,15.2
12/23/1947,15.26
12/24/1947,15.25
12/26/1947,15.12
12/27/1947,15.1
12/29/1947,15.04
12/30/1947,15.22
12/31/1947,15.3
1/2/1948,15.34
1/5/1948,15.2
1/6/1948,15.15
1/7/1948,15.23
1/8/1948,15.31
1/9/1948,15.23
1/10/1948,15.26
1/12/1948,15.17
1/13/1948,14.95
1/14/1948,14.95
1/15/1948,14.88
1/16/1948,14.87
1/17/1948,14.86
1/19/1948,14.7
1/20/1948,14.71
1/21/1948,14.54
1/22/1948,14.42
1/23/1948,14.35
1/24/1948,14.36
1/26/1948,14.32
1/27/1948,14.34
1/28/1948,14.49
1/29/1948,14.65
1/30/1948,14.68
1/31/1948,14.69
2/2/1948,14.71
2/3/1948,14.62
2/4/1948,14
2/5/1948,14.2
2/6/1948,14.19
2/7/1948,14.29
2/9/1948,14.31
2/10/1948,13.89
2/11/1948,13.88
2/13/1948,13.85
2/14/1948,13.84
2/16/1948,14.04
2/17/1948,14.04
2/18/1948,14.05
2/19/1948,14.02
2/20/1948,13.96
2/21/1948,13.97
2/24/1948,14
2/25/1948,14.07
2/26/1948,13.98
2/27/1948,13.93
2/28/1948,14
3/1/1948,14.07
3/2/1948,14.16
3/3/1948,14.17
3/4/1948,14.08
3/5/1948,14.11
3/6/1948,14.16
3/8/1948,14.04
3/9/1948,13.95
3/10/1948,14.01
3/11/1948,13.99
3/12/1948,13.99
3/13/1948,14.07
3/15/1948,14.06
3/16/1948,13.84
3/17/1948,13.95
3/18/1948,14.03
3/19/1948,14.32
3/20/1948,14.68
3/22/1948,14.7
3/23/1948,14.7
3/24/1948,14.69
3/25/1948,14.75
3/27/1948,14.72
3/29/1948,14.7
3/30/1948,14.87
3/31/1948,15.08
4/1/1948,15.12
4/2/1948,15.15
4/3/1948,15.15
4/5/1948,15.18
4/6/1948,15.28
4/7/1948,15.23
4/8/1948,15.27
4/9/1948,15.29
4/10/1948,15.3
4/12/1948,15.28
4/13/1948,15.3
4/14/1948,15.28
4/15/1948,15.38
4/16/1948,15.43
4/17/1948,15.42
4/19/1948,15.47
4/20/1948,15.46
4/21/1948,15.54
4/22/1948,15.68
4/23/1948,15.78
4/24/1948,15.76
4/26/1948,15.54
4/27/1948,15.55
4/28/1948,15.57
4/29/1948,15.52
4/30/1948,15.48
5/1/1948,15.44
5/3/1948,15.6
5/4/1948,15.59
5/5/1948,15.5
5/6/1948,15.63
5/7/1948,15.72
5/8/1948,15.75
5/10/1948,15.81
5/11/1948,15.86
5/12/1948,15.88
5/13/1948,16
5/14/1948,16.39
5/15/1948,16.55
5/17/1948,16.61
5/18/1948,16.39
5/19/1948,16.37
5/20/1948,16.46
5/21/1948,16.5
5/22/1948,16.53
5/24/1948,16.54
5/25/1948,16.53
5/26/1948,16.68
5/27/1948,16.68
5/28/1948,16.69
6/1/1948,16.74
6/2/1948,16.76
6/3/1948,16.72
6/4/1948,16.59
6/7/1948,16.54
6/8/1948,16.82
6/9/1948,16.89
6/10/1948,16.9
6/11/1948,16.95
6/14/1948,16.97
6/15/1948,17.06
6/16/1948,17.01
6/17/1948,16.99
6/18/1948,16.96
6/21/1948,16.79
6/22/1948,16.76
6/23/1948,16.93
6/24/1948,16.89
6/25/1948,16.83
6/28/1948,16.61
6/29/1948,16.69
6/30/1948,16.74
7/1/1948,16.7
7/2/1948,16.85
7/6/1948,16.85
7/7/1948,16.79
7/8/1948,16.81
7/9/1948,16.92
7/12/1948,16.88
7/13/1948,16.78
7/14/1948,16.8
7/15/1948,16.48
7/16/1948,16.25
7/19/1948,15.72
7/20/1948,15.96
7/21/1948,16.09
7/22/1948,16.21
7/23/1948,16.27
7/26/1948,16.12
7/27/1948,16.29
7/28/1948,16.18
7/29/1948,16.05
7/30/1948,15.85
8/2/1948,15.85
8/3/1948,15.9
8/4/1948,16.15
8/5/1948,16.09
8/6/1948,16.12
8/9/1948,15.96
8/10/1948,15.74
8/11/1948,15.67
8/12/1948,15.71
8/13/1948,15.7
8/16/1948,15.74
8/17/1948,15.93
8/18/1948,15.93
8/19/1948,15.98
8/20/1948,16.15
8/23/1948,15.94
8/24/1948,16.02
8/25/1948,15.99
8/26/1948,16.04
8/27/1948,16.11
8/30/1948,15.98
8/31/1948,15.97
9/1/1948,16.16
9/2/1948,16.24
9/3/1948,16.27
9/7/1948,16.35
9/8/1948,16.07
9/9/1948,15.81
9/10/1948,15.83
9/13/1948,15.7
9/14/1948,15.82
9/15/1948,15.8
9/16/1948,15.8
9/17/1948,15.73
9/20/1948,15.44
9/21/1948,15.55
9/22/1948,15.59
9/23/1948,15.56
9/24/1948,15.6
9/27/1948,15.19
9/28/1948,15.36
9/29/1948,15.55
9/30/1948,15.49
10/1/1948,15.67
10/2/1948,15.75
10/4/1948,15.85
10/5/1948,15.82
10/6/1948,15.84
10/7/1948,15.93
10/8/1948,15.9
10/9/1948,15.9
10/11/1948,15.9
10/13/1948,16.09
10/14/1948,16.14
10/15/1948,16.12
10/16/1948,16.14
10/18/1948,16.19
10/19/1948,16.28
10/20/1948,16.34
10/21/1948,16.36
10/22/1948,16.61
10/23/1948,16.67
10/25/1948,16.58
10/26/1948,16.59
10/27/1948,16.57
10/28/1948,16.46
10/29/1948,16.5
10/30/1948,16.54
11/1/1948,16.7
11/3/1948,15.93
11/4/1948,16.14
11/5/1948,15.43
11/6/1948,15.51
11/8/1948,15.5
11/9/1948,15.01
11/10/1948,15
11/12/1948,15.04
11/13/1948,15.11
11/15/1948,15.27
11/16/1948,15.26
11/17/1948,15.22
11/18/1948,15.26
11/19/1948,15.31
11/20/1948,15.33
11/22/1948,15.21
11/23/1948,15.19
11/24/1948,14.91
11/26/1948,14.91
11/27/1948,14.91
11/29/1948,14.79
11/30/1948,14.75
12/1/1948,15.01
12/2/1948,15
12/3/1948,15.13
12/4/1948,15.25
12/6/1948,15.23
12/7/1948,15.24
12/8/1948,15.2
12/9/1948,15.17
12/10/1948,15.22
12/11/1948,15.33
12/13/1948,15.33
12/14/1948,15.25
12/15/1948,15.17
12/16/1948,15.16
12/17/1948,15.2
12/18/1948,15.19
12/20/1948,15.19
12/21/1948,15.14
12/22/1948,15.15
12/23/1948,15.15
12/24/1948,15.25
12/27/1948,15.19
12/28/1948,15.08
12/29/1948,15.28
12/30/1948,15.28
12/31/1948,15.2
1/3/1949,14.95
1/4/1949,15.03
1/5/1949,15.16
1/6/1949,15.5
1/7/1949,15.61
1/8/1949,15.62
1/10/1949,15.51
1/11/1949,15.5
1/12/1949,15.47
1/13/1949,15.39
1/14/1949,15.24
1/15/1949,15.29
1/17/1949,15.38
1/18/1949,15.38
1/19/1949,15.44
1/20/1949,15.5
1/21/1949,15.47
1/22/1949,15.51
1/24/1949,15
1/25/1949,15.33
1/26/1949,15.29
1/27/1949,15.25
1/28/1949,15.2
1/29/1949,15.23
1/31/1949,15.22
2/1/1949,15.34
2/2/1949,15.35
2/3/1949,15.32
2/4/1949,15.09
2/5/1949,14.85
2/7/1949,14.76
2/8/1949,14.7
2/9/1949,14.78
2/10/1949,14.58
2/11/1949,14.56
2/14/1949,14.61
2/15/1949,14.65
2/16/1949,14.73
2/17/1949,14.83
2/18/1949,14.79
2/19/1949,14.76
2/21/1949,14.74
2/23/1949,14.6
2/24/1949,14.42
2/25/1949,14.38
2/26/1949,14.45
2/28/1949,14.62
3/1/1949,14.71
3/2/1949,14.67
3/3/1949,14.65
3/4/1949,14.67
3/5/1949,14.81
3/7/1949,14.86
3/8/1949,14.89
3/9/1949,14.86
3/10/1949,14.87
3/11/1949,15.02
3/12/1949,15.06
3/14/1949,15.07
3/15/1949,14.98
3/16/1949,14.92
3/17/1949,14.97
3/18/1949,14.94
3/19/1949,14.9
3/21/1949,14.87
3/22/1949,14.77
3/23/1949,14.95
3/24/1949,14.97
3/25/1949,14.89
3/26/1949,14.89
3/28/1949,14.93
3/29/1949,15.22
3/30/1949,15.21
3/31/1949,15.06
4/1/1949,14.94
4/2/1949,15
4/4/1949,14.98
4/5/1949,14.96
4/6/1949,14.92
4/7/1949,14.93
4/8/1949,14.97
4/9/1949,15.01
4/11/1949,14.99
4/12/1949,15.03
4/13/1949,15.02
4/14/1949,14.99
4/16/1949,15.05
4/18/1949,15.07
4/19/1949,15.01
4/20/1949,14.97
4/21/1949,14.72
4/22/1949,14.7
4/23/1949,14.74
4/25/1949,14.68
4/26/1949,14.76
4/27/1949,14.76
4/28/1949,14.69
4/29/1949,14.71
4/30/1949,14.74
5/2/1949,14.78
5/3/1949,14.85
5/4/1949,15.02
5/5/1949,15.01
5/6/1949,14.92
5/7/1949,14.91
5/9/1949,14.88
5/10/1949,14.82
5/11/1949,14.85
5/12/1949,14.87
5/13/1949,14.88
5/14/1949,14.91
5/16/1949,14.96
5/17/1949,14.93
5/18/1949,14.89
5/19/1949,14.8
5/20/1949,14.73
5/21/1949,14.72
5/23/1949,14.58
5/24/1949,14.5
5/25/1949,14.57
5/26/1949,14.56
5/27/1949,14.51
5/31/1949,14.19
6/1/1949,14.14
6/2/1949,14.14
6/3/1949,14.05
6/6/1949,13.82
6/7/1949,13.84
6/8/1949,13.93
6/9/1949,13.93
6/10/1949,13.81
6/13/1949,13.55
6/14/1949,13.64
6/15/1949,13.9
6/16/1949,13.85
6/17/1949,13.87
6/20/1949,14.07
6/21/1949,14.08
6/22/1949,14.04
6/23/1949,14.11
6/24/1949,14.13
6/27/1949,14.12
6/28/1949,14
6/29/1949,14.09
6/30/1949,14.16
7/1/1949,14.26
7/5/1949,14.34
7/6/1949,14.52
7/7/1949,14.52
7/8/1949,14.51
7/11/1949,14.51
7/12/1949,14.61
7/13/1949,14.78
7/14/1949,14.79
7/15/1949,14.76
7/18/1949,14.8
7/19/1949,14.94
7/20/1949,14.97
7/21/1949,14.9
7/22/1949,14.89
7/25/1949,14.94
7/26/1949,15.06
7/27/1949,15.06
7/28/1949,15.04
7/29/1949,15.04
8/1/1949,15.12
8/2/1949,15.16
8/3/1949,15.15
8/4/1949,15.13
8/5/1949,15.35
8/8/1949,15.51
8/9/1949,15.37
8/10/1949,15.44
8/11/1949,15.39
8/12/1949,15.32
8/15/1949,15.25
8/16/1949,15.29
8/17/1949,15.46
8/18/1949,15.5
8/19/1949,15.41
8/22/1949,15.37
8/23/1949,15.17
8/24/1949,15.18
8/25/1949,15.22
8/26/1949,15.28
8/29/1949,15.12
8/30/1949,15.21
8/31/1949,15.22
9/1/1949,15.31
9/2/1949,15.29
9/6/1949,15.28
9/7/1949,15.38
9/8/1949,15.41
9/9/1949,15.4
9/12/1949,15.52
9/13/1949,15.74
9/14/1949,15.73
9/15/1949,15.61
9/16/1949,15.66
9/19/1949,15.55
9/20/1949,15.19
9/21/1949,15.41
9/22/1949,15.5
9/23/1949,15.57
9/26/1949,15.53
9/27/1949,15.41
